
Twitter,12/12/2012 12:00:00 AM,8
Twitter,12/12/2012 12:00:00 AM,163
Twitter,12/12/2012 12:00:00 AM,76
Twitter,12/12/2012 12:00:00 AM,231
Twitter,12/12/2012 12:00:00 AM,123
Twitter,12/12/2012 12:00:00 AM,133
Twitter,12/12/2012 12:00:00 AM,233
Twitter,12/12/2012 12:00:00 AM,242
Twitter,12/12/2012 12:00:00 AM,189
Twitter,12/12/2012 12:00:00 AM,330
Twitter,12/12/2012 12:00:00 AM,547
Twitter,12/12/2012 12:00:00 AM,273
Twitter,12/12/2012 12:00:00 AM,386
Twitter,12/12/2012 12:00:00 AM,288
Twitter,12/12/2012 12:00:00 AM,407
Twitter,12/12/2012 12:00:00 AM,369
Twitter,12/12/2012 12:00:00 AM,685
Twitter,12/12/2012 12:00:00 AM,511
Twitter,12/12/2012 12:00:00 AM,523
Twitter,12/12/2012 12:00:00 AM,476
Twitter,12/12/2012 12:00:00 AM,613
Twitter,12/12/2012 12:00:00 AM,687
Twitter,12/12/2012 12:00:00 AM,933
Twitter,12/12/2012 12:00:00 AM,1129
Twitter,12/12/2012 12:00:00 AM,1174
Twitter,12/12/2012 12:00:00 AM,1382
Twitter,12/12/2012 12:00:00 AM,1448
Twitter,12/12/2012 12:00:00 AM,1297
Twitter,12/12/2012 12:00:00 AM,1503
Twitter,12/12/2012 12:00:00 AM,1777
Twitter,12/12/2012 12:00:00 AM,1670
Twitter,12/12/2012 12:00:00 AM,2189
Twitter,12/12/2012 12:00:00 AM,2315
Twitter,12/12/2012 12:00:00 AM,2362
Twitter,12/12/2012 12:00:00 AM,2439
Twitter,12/12/2012 12:00:00 AM,2330
Twitter,12/12/2012 12:00:00 AM,2472
Twitter,12/12/2012 12:00:00 AM,2564
Twitter,12/12/2012 12:00:00 AM,2850
Twitter,12/12/2012 12:00:00 AM,3308
Twitter,12/12/2012 12:00:00 AM,5688
Twitter,12/12/2012 12:00:00 AM,5972
Twitter,12/12/2012 12:00:00 AM,6452
Twitter,12/12/2012 12:00:00 AM,9280
Twitter,12/12/2012 12:00:00 AM,8929
Twitter,12/12/2012 12:00:00 AM,12534
Twitter,12/12/2012 12:00:00 AM,19552
Twitter,12/12/2012 12:00:00 AM,19088
Twitter,12/12/2012 12:00:00 AM,19454
Twitter,12/12/2012 12:00:00 AM,25057
Twitter,12/12/2012 12:00:00 AM,23500
Twitter,12/12/2012 12:00:00 AM,35653
Twitter,12/12/2012 12:00:00 AM,46161
Twitter,12/12/2012 12:00:00 AM,58192
Twitter,12/12/2012 12:00:00 AM,706
Twitter,12/12/2012 12:00:00 AM,125
Twitter,12/12/2012 12:00:00 AM,0
Twitter,12/12/2012 12:00:00 AM,0
Twitter,12/12/2012 12:00:00 AM,21
Twitter,12/12/2012 12:00:00 AM,0
Twitter,12/12/2012 12:00:00 AM,0
Twitter,12/12/2012 12:00:00 AM,1
Twitter,12/12/2012 12:00:00 AM,0
Twitter,12/12/2012 12:00:00 AM,0
Twitter,12/12/2012 12:00:00 AM,0
Twitter,12/12/2012 12:00:00 AM,112
Twitter,12/12/2012 12:00:00 AM,26
Twitter,12/12/2012 12:00:00 AM,153
Twitter,12/12/2012 12:00:00 AM,0
Twitter,12/12/2012 12:00:00 AM,0
Twitter,11/09/2012 12:00:00 AM,53
Twitter,11/09/2012 12:00:00 AM,704
Twitter,11/09/2012 12:00:00 AM,494
Twitter,11/09/2012 12:00:00 AM,788
Twitter,11/09/2012 12:00:00 AM,194
Twitter,11/09/2012 12:00:00 AM,4437
Twitter,11/09/2012 12:00:00 AM,389
Twitter,11/09/2012 12:00:00 AM,480
Twitter,11/09/2012 12:00:00 AM,317
Twitter,11/09/2012 12:00:00 AM,1045
Twitter,11/09/2012 12:00:00 AM,2977
Twitter,11/09/2012 12:00:00 AM,1065
Twitter,11/09/2012 12:00:00 AM,917
Twitter,11/09/2012 12:00:00 AM,701
Twitter,11/09/2012 12:00:00 AM,958
Twitter,11/09/2012 12:00:00 AM,1009
Twitter,11/09/2012 12:00:00 AM,1608
Twitter,11/09/2012 12:00:00 AM,1134
Twitter,11/09/2012 12:00:00 AM,1026
Twitter,11/09/2012 12:00:00 AM,941
Twitter,11/09/2012 12:00:00 AM,890
Twitter,11/09/2012 12:00:00 AM,954
Twitter,11/09/2012 12:00:00 AM,2005
Twitter,11/09/2012 12:00:00 AM,4351
Twitter,11/09/2012 12:00:00 AM,2285
Twitter,11/09/2012 12:00:00 AM,2458
Twitter,11/09/2012 12:00:00 AM,2995
Twitter,11/09/2012 12:00:00 AM,1673
Twitter,11/09/2012 12:00:00 AM,2585
Twitter,11/09/2012 12:00:00 AM,3665
Twitter,11/09/2012 12:00:00 AM,2875
Twitter,11/09/2012 12:00:00 AM,3458
Twitter,11/09/2012 12:00:00 AM,4799
Twitter,11/09/2012 12:00:00 AM,4323
Twitter,11/09/2012 12:00:00 AM,4663
Twitter,11/09/2012 12:00:00 AM,4065
Twitter,11/09/2012 12:00:00 AM,7530
Twitter,11/09/2012 12:00:00 AM,4572
Twitter,11/09/2012 12:00:00 AM,5578
Twitter,11/09/2012 12:00:00 AM,5253
Twitter,11/09/2012 12:00:00 AM,9722
Twitter,11/09/2012 12:00:00 AM,10645
Twitter,11/09/2012 12:00:00 AM,11904
Twitter,11/09/2012 12:00:00 AM,49680
Twitter,11/09/2012 12:00:00 AM,13387
Twitter,11/09/2012 12:00:00 AM,21262
Twitter,11/09/2012 12:00:00 AM,56367
Twitter,11/09/2012 12:00:00 AM,31533
Twitter,11/09/2012 12:00:00 AM,31950
Twitter,11/09/2012 12:00:00 AM,47780
Twitter,11/09/2012 12:00:00 AM,38011
Twitter,11/09/2012 12:00:00 AM,57013
Twitter,11/09/2012 12:00:00 AM,68856
Twitter,11/09/2012 12:00:00 AM,126661
Twitter,11/09/2012 12:00:00 AM,1532
Twitter,11/09/2012 12:00:00 AM,675
Twitter,11/09/2012 12:00:00 AM,1245
Twitter,11/09/2012 12:00:00 AM,797
Twitter,11/09/2012 12:00:00 AM,302
Twitter,11/09/2012 12:00:00 AM,2023
Twitter,11/09/2012 12:00:00 AM,2432
Twitter,11/09/2012 12:00:00 AM,94
Twitter,11/09/2012 12:00:00 AM,1327
Twitter,11/09/2012 12:00:00 AM,436
Twitter,11/09/2012 12:00:00 AM,536
Twitter,11/09/2012 12:00:00 AM,185
Twitter,11/09/2012 12:00:00 AM,340
Twitter,11/09/2012 12:00:00 AM,487
Twitter,11/09/2012 12:00:00 AM,75
Twitter,11/09/2012 12:00:00 AM,144
Twitter,11/02/2012 12:00:00 AM,52
Twitter,11/02/2012 12:00:00 AM,682
Twitter,11/02/2012 12:00:00 AM,481
Twitter,11/02/2012 12:00:00 AM,772
Twitter,11/02/2012 12:00:00 AM,193
Twitter,11/02/2012 12:00:00 AM,3837
Twitter,11/02/2012 12:00:00 AM,384
Twitter,11/02/2012 12:00:00 AM,475
Twitter,11/02/2012 12:00:00 AM,317
Twitter,11/02/2012 12:00:00 AM,1001
Twitter,11/02/2012 12:00:00 AM,2894
Twitter,11/02/2012 12:00:00 AM,1030
Twitter,11/02/2012 12:00:00 AM,894
Twitter,11/02/2012 12:00:00 AM,693
Twitter,11/02/2012 12:00:00 AM,938
Twitter,11/02/2012 12:00:00 AM,985
Twitter,11/02/2012 12:00:00 AM,1596
Twitter,11/02/2012 12:00:00 AM,1130
Twitter,11/02/2012 12:00:00 AM,1011
Twitter,11/02/2012 12:00:00 AM,940
Twitter,11/02/2012 12:00:00 AM,888
Twitter,11/02/2012 12:00:00 AM,950
Twitter,11/02/2012 12:00:00 AM,1945
Twitter,11/02/2012 12:00:00 AM,4096
Twitter,11/02/2012 12:00:00 AM,2214
Twitter,11/02/2012 12:00:00 AM,2407
Twitter,11/02/2012 12:00:00 AM,2928
Twitter,11/02/2012 12:00:00 AM,1657
Twitter,11/02/2012 12:00:00 AM,2507
Twitter,11/02/2012 12:00:00 AM,3580
Twitter,11/02/2012 12:00:00 AM,2731
Twitter,11/02/2012 12:00:00 AM,3386
Twitter,11/02/2012 12:00:00 AM,4626
Twitter,11/02/2012 12:00:00 AM,4245
Twitter,11/02/2012 12:00:00 AM,4569
Twitter,11/02/2012 12:00:00 AM,3941
Twitter,11/02/2012 12:00:00 AM,5589
Twitter,11/02/2012 12:00:00 AM,4461
Twitter,11/02/2012 12:00:00 AM,5349
Twitter,11/02/2012 12:00:00 AM,5110
Twitter,11/02/2012 12:00:00 AM,9547
Twitter,11/02/2012 12:00:00 AM,10313
Twitter,11/02/2012 12:00:00 AM,11725
Twitter,11/02/2012 12:00:00 AM,47504
Twitter,11/02/2012 12:00:00 AM,12700
Twitter,11/02/2012 12:00:00 AM,20385
Twitter,11/02/2012 12:00:00 AM,54042
Twitter,11/02/2012 12:00:00 AM,30314
Twitter,11/02/2012 12:00:00 AM,31170
Twitter,11/02/2012 12:00:00 AM,46534
Twitter,11/02/2012 12:00:00 AM,36908
Twitter,11/02/2012 12:00:00 AM,56008
Twitter,11/02/2012 12:00:00 AM,68002
Twitter,11/02/2012 12:00:00 AM,119620
Twitter,11/02/2012 12:00:00 AM,1513
Twitter,11/02/2012 12:00:00 AM,598
Twitter,11/02/2012 12:00:00 AM,1190
Twitter,11/02/2012 12:00:00 AM,764
Twitter,11/02/2012 12:00:00 AM,300
Twitter,11/02/2012 12:00:00 AM,1997
Twitter,11/02/2012 12:00:00 AM,2414
Twitter,11/02/2012 12:00:00 AM,94
Twitter,11/02/2012 12:00:00 AM,1257
Twitter,11/02/2012 12:00:00 AM,420
Twitter,11/02/2012 12:00:00 AM,478
Twitter,11/02/2012 12:00:00 AM,184
Twitter,11/02/2012 12:00:00 AM,330
Twitter,11/02/2012 12:00:00 AM,472
Twitter,11/02/2012 12:00:00 AM,71
Twitter,11/02/2012 12:00:00 AM,138
Twitter,10/24/2012 12:00:00 AM,98
Twitter,10/24/2012 12:00:00 AM,65
Twitter,10/24/2012 12:00:00 AM,449
Twitter,10/24/2012 12:00:00 AM,308
Twitter,10/24/2012 12:00:00 AM,183
Twitter,10/24/2012 12:00:00 AM,452
Twitter,10/24/2012 12:00:00 AM,381
Twitter,10/24/2012 12:00:00 AM,332
Twitter,10/24/2012 12:00:00 AM,89
Twitter,10/24/2012 12:00:00 AM,2388
Twitter,10/24/2012 12:00:00 AM,1926
Twitter,10/24/2012 12:00:00 AM,292
Twitter,10/24/2012 12:00:00 AM,733
Twitter,10/24/2012 12:00:00 AM,1119
Twitter,10/24/2012 12:00:00 AM,564
Twitter,10/24/2012 12:00:00 AM,1476
Twitter,10/24/2012 12:00:00 AM,74016
Twitter,10/24/2012 12:00:00 AM,66658
Twitter,10/24/2012 12:00:00 AM,44591
Twitter,10/24/2012 12:00:00 AM,33592
Twitter,10/24/2012 12:00:00 AM,43114
Twitter,10/24/2012 12:00:00 AM,30000
Twitter,10/24/2012 12:00:00 AM,27117
Twitter,10/24/2012 12:00:00 AM,38395
Twitter,10/24/2012 12:00:00 AM,18584
Twitter,10/24/2012 12:00:00 AM,11766
Twitter,10/24/2012 12:00:00 AM,38506
Twitter,10/24/2012 12:00:00 AM,11459
Twitter,10/24/2012 12:00:00 AM,10003
Twitter,10/24/2012 12:00:00 AM,9174
Twitter,10/24/2012 12:00:00 AM,4881
Twitter,10/24/2012 12:00:00 AM,5005
Twitter,10/24/2012 12:00:00 AM,4170
Twitter,10/24/2012 12:00:00 AM,4084
Twitter,10/24/2012 12:00:00 AM,3819
Twitter,10/24/2012 12:00:00 AM,4382
Twitter,10/24/2012 12:00:00 AM,4067
Twitter,10/24/2012 12:00:00 AM,4230
Twitter,10/24/2012 12:00:00 AM,3297
Twitter,10/24/2012 12:00:00 AM,2572
Twitter,10/24/2012 12:00:00 AM,3435
Twitter,10/24/2012 12:00:00 AM,2389
Twitter,10/24/2012 12:00:00 AM,1635
Twitter,10/24/2012 12:00:00 AM,2776
Twitter,10/24/2012 12:00:00 AM,2289
Twitter,10/24/2012 12:00:00 AM,2146
Twitter,10/24/2012 12:00:00 AM,3819
Twitter,10/24/2012 12:00:00 AM,1858
Twitter,10/24/2012 12:00:00 AM,942
Twitter,10/24/2012 12:00:00 AM,878
Twitter,10/24/2012 12:00:00 AM,920
Twitter,10/24/2012 12:00:00 AM,976
Twitter,10/24/2012 12:00:00 AM,1119
Twitter,10/24/2012 12:00:00 AM,1576
Twitter,10/24/2012 12:00:00 AM,965
Twitter,10/24/2012 12:00:00 AM,886
Twitter,10/24/2012 12:00:00 AM,674
Twitter,10/24/2012 12:00:00 AM,867
Twitter,10/24/2012 12:00:00 AM,972
Twitter,10/24/2012 12:00:00 AM,2731
Twitter,10/24/2012 12:00:00 AM,942
Twitter,10/24/2012 12:00:00 AM,309
Twitter,10/24/2012 12:00:00 AM,462
Twitter,10/24/2012 12:00:00 AM,382
Twitter,10/24/2012 12:00:00 AM,575
Twitter,10/24/2012 12:00:00 AM,187
Twitter,10/24/2012 12:00:00 AM,738
Twitter,10/24/2012 12:00:00 AM,445
Twitter,10/24/2012 12:00:00 AM,652
Twitter,10/24/2012 12:00:00 AM,45
Twitter,09/21/2012 12:00:00 AM,600
Twitter,09/21/2012 12:00:00 AM,43
Twitter,09/21/2012 12:00:00 AM,365
Twitter,09/21/2012 12:00:00 AM,690
Twitter,09/21/2012 12:00:00 AM,188
Twitter,09/21/2012 12:00:00 AM,394
Twitter,09/21/2012 12:00:00 AM,381
Twitter,09/21/2012 12:00:00 AM,453
Twitter,09/21/2012 12:00:00 AM,296
Twitter,09/21/2012 12:00:00 AM,869
Twitter,09/21/2012 12:00:00 AM,2560
Twitter,09/21/2012 12:00:00 AM,907
Twitter,09/21/2012 12:00:00 AM,841
Twitter,09/21/2012 12:00:00 AM,592
Twitter,09/21/2012 12:00:00 AM,848
Twitter,09/21/2012 12:00:00 AM,925
Twitter,09/21/2012 12:00:00 AM,1535
Twitter,09/21/2012 12:00:00 AM,1092
Twitter,09/21/2012 12:00:00 AM,914
Twitter,09/21/2012 12:00:00 AM,927
Twitter,09/21/2012 12:00:00 AM,867
Twitter,09/21/2012 12:00:00 AM,939
Twitter,09/21/2012 12:00:00 AM,1767
Twitter,09/21/2012 12:00:00 AM,3376
Twitter,09/21/2012 12:00:00 AM,2020
Twitter,09/21/2012 12:00:00 AM,2180
Twitter,09/21/2012 12:00:00 AM,2635
Twitter,09/21/2012 12:00:00 AM,1621
Twitter,09/21/2012 12:00:00 AM,2285
Twitter,09/21/2012 12:00:00 AM,3289
Twitter,09/21/2012 12:00:00 AM,2472
Twitter,09/21/2012 12:00:00 AM,3215
Twitter,09/21/2012 12:00:00 AM,4054
Twitter,09/21/2012 12:00:00 AM,3891
Twitter,09/21/2012 12:00:00 AM,4199
Twitter,09/21/2012 12:00:00 AM,3636
Twitter,09/21/2012 12:00:00 AM,3924
Twitter,09/21/2012 12:00:00 AM,4052
Twitter,09/21/2012 12:00:00 AM,4797
Twitter,09/21/2012 12:00:00 AM,4686
Twitter,09/21/2012 12:00:00 AM,8851
Twitter,09/21/2012 12:00:00 AM,9536
Twitter,09/21/2012 12:00:00 AM,10957
Twitter,09/21/2012 12:00:00 AM,35434
Twitter,09/21/2012 12:00:00 AM,11457
Twitter,09/21/2012 12:00:00 AM,17964
Twitter,09/21/2012 12:00:00 AM,36550
Twitter,09/21/2012 12:00:00 AM,26169
Twitter,09/21/2012 12:00:00 AM,29141
Twitter,09/21/2012 12:00:00 AM,41448
Twitter,09/21/2012 12:00:00 AM,32529
Twitter,09/21/2012 12:00:00 AM,43680
Twitter,09/21/2012 12:00:00 AM,64701
Twitter,09/21/2012 12:00:00 AM,72422
Twitter,09/21/2012 12:00:00 AM,1428
Twitter,09/21/2012 12:00:00 AM,518
Twitter,09/21/2012 12:00:00 AM,1064
Twitter,09/21/2012 12:00:00 AM,663
Twitter,09/21/2012 12:00:00 AM,271
Twitter,09/21/2012 12:00:00 AM,1794
Twitter,09/21/2012 12:00:00 AM,2321
Twitter,09/21/2012 12:00:00 AM,79
Twitter,09/21/2012 12:00:00 AM,316
Twitter,09/21/2012 12:00:00 AM,353
Twitter,09/21/2012 12:00:00 AM,393
Twitter,09/21/2012 12:00:00 AM,176
Twitter,09/21/2012 12:00:00 AM,285
Twitter,09/21/2012 12:00:00 AM,385
Twitter,09/21/2012 12:00:00 AM,39
Twitter,09/21/2012 12:00:00 AM,24
Twitter,08/02/2012 12:00:00 AM,0
Twitter,08/02/2012 12:00:00 AM,0
Twitter,08/02/2012 12:00:00 AM,336
Twitter,08/02/2012 12:00:00 AM,239
Twitter,08/02/2012 12:00:00 AM,173
Twitter,08/02/2012 12:00:00 AM,324
Twitter,08/02/2012 12:00:00 AM,284
Twitter,08/02/2012 12:00:00 AM,270
Twitter,08/02/2012 12:00:00 AM,64
Twitter,08/02/2012 12:00:00 AM,2180
Twitter,08/02/2012 12:00:00 AM,1691
Twitter,08/02/2012 12:00:00 AM,93
Twitter,08/02/2012 12:00:00 AM,476
Twitter,08/02/2012 12:00:00 AM,945
Twitter,08/02/2012 12:00:00 AM,1339
Twitter,08/02/2012 12:00:00 AM,69204
Twitter,08/02/2012 12:00:00 AM,61188
Twitter,08/02/2012 12:00:00 AM,41398
Twitter,08/02/2012 12:00:00 AM,30807
Twitter,08/02/2012 12:00:00 AM,37899
Twitter,08/02/2012 12:00:00 AM,27477
Twitter,08/02/2012 12:00:00 AM,24739
Twitter,08/02/2012 12:00:00 AM,32535
Twitter,08/02/2012 12:00:00 AM,17006
Twitter,08/02/2012 12:00:00 AM,11106
Twitter,08/02/2012 12:00:00 AM,30407
Twitter,08/02/2012 12:00:00 AM,10214
Twitter,08/02/2012 12:00:00 AM,8855
